# set style data lines
# set xrange [0:259]
# set yrange [100:500]
#
# set xlabel "Length"
# set ylabel "Percent bigger"
#
# plot "sizes_out_64bit.tsv" using 1:2 title 'Ss0',
#      "sizes_out_64bit.tsv" using 1:3 title 'Ss1',
#      "sizes_out_64bit.tsv" using 1:4 title 'Ss2',
#      "sizes_out_64bit.tsv" using 1:5 title 'Ss3',
#      "sizes_out_64bit.tsv" using 1:6 title 'Ss4',
#      "sizes_out_64bit.tsv" using 1:7 title 'Ss5',
#      "sizes_out_64bit.tsv" using 1:8 title 'Ss6',
#      "sizes_out_64bit.tsv" using 1:9 title 'Ss7',
#      "sizes_out_64bit.tsv" using 1:10 title 'Ss8',
#      "sizes_out_64bit.tsv" using 1:11 title 'Ss9',
#      "sizes_out_64bit.tsv" using 1:12 title 'strdup',
#      "sizes_out_64bit.tsv" using 1:13 title 'NM_Ss',
#      "sizes_out_64bit.tsv" using 1:14 title 'NM_Ss x2',
#      "sizes_out_64bit.tsv" using 1:15 title 'NM_Ss xSs'
#
# plot "sizes_out_32bit.tsv" using 1:2 title 'Ss0',
#      "sizes_out_32bit.tsv" using 1:3 title 'Ss1',
#      "sizes_out_32bit.tsv" using 1:4 title 'Ss2',
#      "sizes_out_32bit.tsv" using 1:5 title 'Ss3',
#      "sizes_out_32bit.tsv" using 1:6 title 'Ss4',
#      "sizes_out_32bit.tsv" using 1:7 title 'Ss5',
#      "sizes_out_32bit.tsv" using 1:8 title 'Ss6',
#      "sizes_out_32bit.tsv" using 1:9 title 'Ss7',
#      "sizes_out_32bit.tsv" using 1:12 title 'strdup',
#      "sizes_out_32bit.tsv" using 1:13 title 'NM_Ss',
#      "sizes_out_32bit.tsv" using 1:14 title 'NM_Ss x2',
#      "sizes_out_32bit.tsv" using 1:15 title 'NM_Ss xSs'
#
# set xrange [1:59]
# set yrange [100:800]
# replot
#
1	400.00	400.00	500.00	600.00	600.00	600.00	800.00	800.00	1200.00	1200.00	200.00	3400.00	3400.00	3400.00
2	250.00	300.00	300.00	300.00	350.00	400.00	450.00	600.00	650.00	800.00	100.00	1750.00	1800.00	1750.00
3	200.00	200.00	233.33	266.67	266.67	266.67	333.33	400.00	466.67	533.33	100.00	1200.00	1200.00	1200.00
4	175.00	200.00	200.00	200.00	225.00	300.00	275.00	300.00	375.00	400.00	100.00	925.00	1000.00	950.00
5	160.00	160.00	180.00	240.00	200.00	240.00	240.00	240.00	320.00	320.00	100.00	760.00	800.00	760.00
6	150.00	200.00	166.67	200.00	183.33	200.00	216.67	266.67	283.33	400.00	100.00	650.00	666.67	666.67
7	142.86	171.43	157.14	171.43	171.43	171.43	200.00	228.57	257.14	342.86	100.00	571.43	571.43	571.43
8	137.50	150.00	150.00	150.00	162.50	200.00	187.50	200.00	237.50	300.00	100.00	512.50	600.00	550.00
9	133.33	133.33	144.44	177.78	155.56	177.78	177.78	177.78	222.22	266.67	100.00	466.67	533.33	488.89
10	130.00	160.00	140.00	160.00	150.00	160.00	170.00	240.00	210.00	240.00	100.00	430.00	480.00	440.00
11	127.27	145.45	136.36	145.45	145.45	145.45	163.64	218.18	200.00	218.18	100.00	400.00	436.36	400.00
12	125.00	133.33	133.33	133.33	141.67	200.00	158.33	200.00	191.67	200.00	100.00	375.00	400.00	400.00
13	123.08	123.08	130.77	184.62	138.46	184.62	153.85	184.62	184.62	184.62	100.00	353.85	369.23	369.23
14	121.43	171.43	128.57	171.43	135.71	171.43	150.00	171.43	178.57	228.57	100.00	335.71	342.86	342.86
15	120.00	160.00	126.67	160.00	133.33	160.00	146.67	160.00	173.33	213.33	100.00	320.00	320.00	320.00
16	118.75	150.00	125.00	150.00	131.25	150.00	143.75	150.00	168.75	200.00	100.00	306.25	400.00	350.00
17	117.65	141.18	123.53	141.18	129.41	141.18	141.18	141.18	164.71	188.24	100.00	294.12	376.47	329.41
18	116.67	133.33	122.22	133.33	127.78	133.33	138.89	177.78	161.11	177.78	100.00	283.33	355.56	311.11
19	115.79	126.32	121.05	126.32	126.32	126.32	136.84	168.42	157.89	168.42	100.00	273.68	336.84	294.74
20	115.00	120.00	120.00	120.00	125.00	160.00	135.00	160.00	155.00	160.00	100.00	265.00	320.00	280.00
21	114.29	114.29	119.05	152.38	123.81	152.38	133.33	152.38	152.38	152.38	100.00	257.14	304.76	266.67
22	113.64	145.45	118.18	145.45	122.73	145.45	131.82	145.45	150.00	218.18	100.00	250.00	290.91	254.55
23	113.04	139.13	117.39	139.13	121.74	139.13	130.43	139.13	147.83	208.70	100.00	243.48	278.26	243.48
24	112.50	133.33	116.67	133.33	120.83	133.33	129.17	133.33	145.83	200.00	100.00	237.50	266.67	266.67
25	112.00	128.00	116.00	128.00	120.00	128.00	128.00	128.00	144.00	192.00	100.00	232.00	256.00	256.00
26	111.54	123.08	115.38	123.08	119.23	123.08	126.92	184.62	142.31	184.62	100.00	226.92	246.15	246.15
27	111.11	118.52	114.81	118.52	118.52	118.52	125.93	177.78	140.74	177.78	100.00	222.22	237.04	237.04
28	110.71	114.29	114.29	114.29	117.86	171.43	125.00	171.43	139.29	171.43	100.00	217.86	228.57	228.57
29	110.34	110.34	113.79	165.52	117.24	165.52	124.14	165.52	137.93	165.52	100.00	213.79	220.69	220.69
30	110.00	160.00	113.33	160.00	116.67	160.00	123.33	160.00	136.67	160.00	100.00	210.00	213.33	213.33
31	109.68	154.84	112.90	154.84	116.13	154.84	122.58	154.84	135.48	154.84	100.00	206.45	206.45	206.45
32	109.38	150.00	112.50	150.00	115.62	150.00	121.88	150.00	134.38	150.00	100.00	203.12	300.00	250.00
33	109.09	145.45	112.12	145.45	115.15	145.45	121.21	145.45	133.33	145.45	100.00	200.00	290.91	242.42
34	108.82	141.18	111.76	141.18	114.71	141.18	120.59	141.18	132.35	141.18	100.00	197.06	282.35	235.29
35	108.57	137.14	111.43	137.14	114.29	137.14	120.00	137.14	131.43	137.14	100.00	194.29	274.29	228.57
36	108.33	133.33	111.11	133.33	113.89	133.33	119.44	133.33	130.56	133.33	100.00	191.67	266.67	222.22
37	108.11	129.73	110.81	129.73	113.51	129.73	118.92	129.73	129.73	129.73	100.00	189.19	259.46	216.22
38	107.89	126.32	110.53	126.32	113.16	126.32	118.42	126.32	128.95	168.42	100.00	186.84	252.63	210.53
39	107.69	123.08	110.26	123.08	112.82	123.08	117.95	123.08	128.21	164.10	100.00	184.62	246.15	205.13
